Year,bResult,gamelength,game_id,total_kills_b_team,total_kills_r_team,total_monsters_b,total_monsters_a,total_towers_b_team,total_towers_r_team,blue_gold,red_gold,Season_Encode
2016,1,32,f5a556da-6b48-4b86-9b56-ff8af0362047,2.0,2.0,1.0,1.0,2.0,2.0,14330,13977,2
2016,1,37,6eac226b-f221-40aa-b580-ab673c58992b,2.0,2.0,0.0,0.0,0.0,0.0,13834,13362,1
2015,1,45,527df421-ec1a-4638-8ff3-852f32ada1e5,2.0,2.0,1.0,0.0,1.0,0.0,13301,11781,1
2015,0,29,8ef63cbf-9f86-454f-90a9-f75127bf0c16,4.0,4.0,0.0,1.0,3.0,2.0,14266,12828,2
2016,0,41,6e5f989c-9370-41f7-833f-6a4cf785fe22,4.0,4.0,1.0,1.0,3.0,2.0,14930,13481,1
2016,1,33,8b2c5e99-4f33-4669-ac8d-0529d00d2b05,8.0,8.0,0.0,0.0,0.0,0.0,13412,12468,2
2016,1,41,e94dd94e-9f4c-4787-b830-206bc374d637,2.0,2.0,0.0,0.0,0.0,0.0,12882,13211,1
2016,1,36,90ed9d39-345c-4b59-a92f-22482ec2c51d,0.0,0.0,0.0,1.0,3.0,3.0,14473,14235,1
2015,1,28,8fb092d9-5048-4da6-b28f-33f9a4a7cca8,6.0,6.0,0.0,1.0,1.0,0.0,13067,11622,2
2016,1,31,cad2459f-3d65-4806-b1c0-60e3b5894a7d,2.0,2.0,0.0,0.0,1.0,1.0,12561,12641,1
2016,1,41,eb7cc970-8237-45dc-8430-38c410ca7357,0.0,0.0,0.0,1.0,0.0,0.0,12743,13185,2
2016,1,31,6d19374b-98cd-4ebf-ad35-ff592a55d9c6,2.0,2.0,0.0,0.0,2.0,2.0,13892,13731,1
2015,0,36,8b8223ae-c83b-49c6-82a8-adea2572d72d,6.0,6.0,0.0,1.0,2.0,2.0,12907,13389,1
2015,1,36,ab9acf7c-e724-4b66-953d-09ca34581558,8.0,8.0,1.0,0.0,0.0,0.0,13219,11465,1
2015,1,38,5e3330dd-e5fd-4b3c-9a90-65301944f1fd,0.0,0.0,0.0,0.0,2.0,0.0,12978,11221,2
2016,1,28,e57ff47e-825c-4db7-8681-216c67dd7028,0.0,0.0,0.0,0.0,2.0,2.0,14066,13809,1
2016,0,44,5838e3c8-94c2-4a88-9dda-d9c317807df3,0.0,0.0,0.0,0.0,0.0,0.0,12267,13192,1
2015,1,38,d4f0797a-ee82-4b43-b005-59e164d4c12e,0.0,0.0,0.0,0.0,0.0,0.0,11675,11795,1
2016,1,34,64d5b6ff-ed03-42c6-82c0-8c257a2dbfb8,2.0,2.0,0.0,0.0,0.0,0.0,12841,12495,2
2016,1,29,584df7d4-368d-454b-8e02-18c8cdaace8c,4.0,4.0,0.0,0.0,0.0,0.0,13113,13081,1
2016,0,31,56e57fdd-c4e3-4938-ba2b-a3f552d349bb,8.0,8.0,0.0,0.0,0.0,0.0,13593,12758,1
2016,0,31,78eb23b3-eb90-4e1b-8c1e-8c81f281564b,0.0,0.0,1.0,0.0,3.0,2.0,14062,12872,1
2015,1,33,855649cb-11eb-4070-8729-543f521b4b68,2.0,2.0,1.0,0.0,2.0,2.0,13140,13200,2
2016,0,44,a11088f8-bfab-4fe6-a765-454e8318f874,6.0,6.0,1.0,0.0,1.0,0.0,15096,12404,1
2015,1,55,b6649815-afc9-4033-9709-f73ada4fce34,4.0,4.0,0.0,1.0,0.0,0.0,12321,12672,1
2016,0,33,66d5f32a-f2aa-44b5-9b58-92b5684d6b06,8.0,8.0,0.0,0.0,0.0,2.0,14367,14906,2
2015,1,37,f957f6a3-c707-4d3d-91fa-44c63277b4d7,6.0,6.0,0.0,0.0,1.0,1.0,12740,11792,1
2016,1,32,09a298ee-6a70-4b2d-bad6-4eef19c89434,4.0,4.0,1.0,0.0,0.0,0.0,13372,12105,2
2015,0,42,a3ffc16e-f09c-44a6-bf42-c7986c997ea7,2.0,2.0,0.0,1.0,0.0,0.0,11499,12340,2
2015,0,32,c6cbbf4a-a05b-478b-ae4c-a2227a3c4361,2.0,2.0,0.0,1.0,1.0,1.0,12342,12714,1
2016,1,33,630f911d-43cb-44cb-9e3d-81494887c23f,0.0,0.0,0.0,0.0,0.0,0.0,13464,13139,2
2016,0,43,c6e59cc6-61d7-4e28-b779-fea96fe729ba,0.0,0.0,0.0,1.0,3.0,3.0,13704,14157,1
2016,0,43,fea5108e-d785-4cce-a8d2-6f5c4905556c,2.0,2.0,0.0,1.0,1.0,0.0,13561,12420,2
2016,0,32,860a7af5-313c-488d-aeaa-70257b061622,2.0,2.0,0.0,1.0,1.0,1.0,12951,13081,2
2016,0,31,c05bb989-f524-47f6-af93-b2dd0a0ab10f,0.0,0.0,0.0,2.0,1.0,3.0,11958,14517,1
2015,1,34,2ffd1d65-4d18-49e8-bf82-92845db65a31,0.0,0.0,0.0,0.0,0.0,0.0,11614,12180,1
2016,0,31,e7fb18d5-ea36-4eb8-bef0-746f15ecfa9a,2.0,2.0,0.0,0.0,0.0,0.0,13166,13223,1
2016,0,37,4e3d63bb-30a1-446f-8d94-c72f1d94c80b,4.0,4.0,1.0,2.0,2.0,3.0,14441,14554,1
2016,1,51,95754b82-4e4b-49b7-b698-d20aae14e1bb,0.0,0.0,0.0,0.0,0.0,0.0,12918,12814,1
2016,1,32,22a469b8-8258-4b08-b46d-8fbe359810c8,6.0,6.0,0.0,0.0,0.0,0.0,14089,12258,2
2016,0,22,de6037ce-d82a-4579-8c70-db9b09fa375f,0.0,0.0,0.0,1.0,0.0,0.0,11954,14309,1
2016,0,36,c328ddd2-9538-4be7-8d29-6d9e68a8f7d3,2.0,2.0,0.0,0.0,0.0,0.0,13204,13829,1
2016,0,38,3398cdd9-4579-41ca-add4-234050654cea,4.0,4.0,0.0,0.0,0.0,0.0,12774,13411,2
2015,0,37,cbf8944b-22bb-49cc-b49d-bf8eb2332d12,0.0,0.0,0.0,0.0,0.0,0.0,12307,12315,2
2016,0,34,919b15b0-7f95-4bac-ae55-541758b98b83,0.0,0.0,0.0,2.0,2.0,2.0,13514,14460,2
2016,1,31,86d10585-691a-4829-a172-887c74629748,4.0,4.0,0.0,0.0,0.0,0.0,13743,12331,2
2016,0,31,55292e3d-73cd-4235-9062-d2d1987e9c99,8.0,8.0,0.0,0.0,0.0,0.0,13169,14698,1
2015,0,30,c77487fa-ae9e-4d0b-a6e0-7da99c1b3c1a,4.0,4.0,0.0,0.0,0.0,1.0,12520,14014,1
2016,1,37,4030fb51-33cb-48f0-a423-e4128bf9f95d,0.0,0.0,0.0,0.0,2.0,2.0,12850,13414,2
2015,0,33,72e47fd2-77f7-45fe-bcaf-5fdd68433f37,4.0,4.0,0.0,0.0,0.0,0.0,12253,11753,2
2016,1,81,16678e73-e668-4f28-874b-49c80bdf46c8,6.0,6.0,0.0,1.0,2.0,2.0,14636,13321,1
2016,1,50,e836ce4e-382b-464f-bc52-ac556e95ff86,0.0,0.0,0.0,0.0,2.0,2.0,13465,13795,1
2016,1,43,c858a9c2-efbc-476c-a6f6-3c3c6053c63e,0.0,0.0,1.0,1.0,2.0,2.0,13418,14522,2
2016,1,30,8e0e5676-701b-49d8-bc15-ee67f5c7650d,2.0,2.0,1.0,1.0,2.0,2.0,14483,13492,2
2015,0,39,5794116d-d388-473d-9378-4cf4059dbfbf,6.0,6.0,1.0,0.0,0.0,0.0,12569,12494,1
2016,1,30,efea5cc6-bfb7-4220-bcc6-0a02d0448ec0,4.0,4.0,1.0,1.0,2.0,2.0,14698,13086,2
2016,1,58,80ca07e5-d1b2-45f7-b2ea-7f9604dddf59,4.0,4.0,0.0,0.0,0.0,0.0,13424,13648,1
2016,1,31,d3b0010a-54ed-45c2-83c2-2da92d4c3602,0.0,0.0,1.0,1.0,2.0,2.0,13874,14073,2
2015,1,39,32b2ada4-a0d0-4d5b-bc0f-b7607473a101,0.0,0.0,0.0,0.0,0.0,0.0,11600,11789,2
2016,0,42,4859517e-a0d9-4e7a-899f-7eb832bf792a,2.0,2.0,0.0,1.0,1.0,1.0,13459,13992,1
2016,1,33,bff61b37-42c4-4596-9fee-1d82f562b6bf,0.0,0.0,1.0,0.0,1.0,1.0,12277,12990,1
2016,0,21,ec5381e6-b57d-4467-8185-6f96e51daff9,4.0,4.0,0.0,0.0,0.0,3.0,11890,17662,1
2016,0,41,40d2c846-a6c3-400a-889e-093cee0246df,6.0,6.0,1.0,1.0,1.0,1.0,13299,13933,2
2016,1,30,6eeea4a0-1c1f-4edf-84cf-323e0032c2bd,0.0,0.0,0.0,0.0,0.0,0.0,12456,12940,2
2016,1,34,d34d9bbd-d8e3-4a4c-b6a8-cd0a660ef70f,6.0,6.0,1.0,0.0,2.0,0.0,13859,14013,1
2015,0,45,4cf62967-28d8-408e-9657-ac23dffed9b5,0.0,0.0,1.0,0.0,0.0,0.0,11675,12163,1
2016,1,34,e6d2b17b-9345-431e-94f8-a7e7557ff5b3,10.0,10.0,0.0,1.0,2.0,2.0,13219,12781,1
2016,1,33,59495fec-f6d2-4bbf-930c-23092c3393ab,6.0,6.0,0.0,0.0,1.0,2.0,13299,13276,2
2016,1,30,8b1ef14d-5105-449c-ae70-9721bf0081ac,6.0,6.0,0.0,0.0,0.0,0.0,12836,12163,2
2016,0,33,3f60830d-c8c1-4b33-84b4-37da56814c5e,2.0,2.0,1.0,1.0,2.0,2.0,13582,13515,1
2016,0,38,e6bc4620-ea66-4eef-9d29-9619cf1ea41b,4.0,4.0,0.0,0.0,2.0,2.0,13023,14776,1
2016,1,34,b769af64-aa69-4da7-8d5c-6d1072897708,6.0,6.0,2.0,0.0,2.0,1.0,14431,13085,2
2015,0,40,2e3f0d18-2234-404b-876b-ee28092aded2,4.0,4.0,0.0,0.0,0.0,0.0,11536,12207,2
2015,1,31,b221bf72-e4aa-41b2-9d48-faa608ca8a9f,0.0,0.0,0.0,1.0,1.0,0.0,12114,11582,2
2016,0,31,0c4d1717-ff47-44f2-82a8-42ec8636d3aa,6.0,6.0,1.0,0.0,1.0,1.0,14452,14243,1
2014,1,52,dbaa5678-f974-4ae5-a418-ac063ccf9f7f,0.0,0.0,0.0,1.0,0.0,0.0,11530,11812,1
2016,0,49,6c0e3504-3be1-48e1-810c-e97d0b44a4d9,2.0,2.0,0.0,0.0,0.0,2.0,12034,15336,2
2016,0,40,3ff07407-835e-4a72-8a78-7a6f905c2097,6.0,6.0,0.0,0.0,0.0,0.0,12680,13043,1
2015,1,45,223d3aad-0941-474f-a10e-58c2ee240c7e,8.0,8.0,0.0,0.0,0.0,0.0,13779,12937,1
2015,1,41,4591fa6c-c008-4eaa-b4a0-a8cba022b29b,0.0,0.0,0.0,0.0,0.0,0.0,12698,12446,1
2016,1,54,21559a72-361a-4a94-a286-5407f7d2f38b,2.0,2.0,0.0,0.0,2.0,2.0,13033,13911,2
2016,1,26,1c6d8370-585a-4506-a935-d7bd68f8ad83,2.0,2.0,1.0,1.0,2.0,2.0,13152,14308,1
2015,0,58,b9a31ebe-e2b0-452d-927d-ec142b9d816f,2.0,2.0,1.0,0.0,2.0,2.0,13061,13168,1
2015,1,42,dee92569-3cfc-4f5e-8d18-89f4426c9106,0.0,0.0,0.0,1.0,0.0,0.0,12214,12312,1
2015,1,33,815c46ba-1145-4510-9ff2-611ffd99070f,6.0,6.0,0.0,0.0,0.0,0.0,12185,11570,1
2016,1,31,4f95bb30-d646-456f-9c4f-7d18defc0ba6,10.0,10.0,0.0,0.0,1.0,1.0,14213,12530,2
2015,0,46,a7f2e28a-df8c-4d98-b3cb-41f517821462,0.0,0.0,0.0,1.0,1.0,1.0,12162,12553,1
2015,0,42,b32e6806-c2d0-4f38-9365-315499d4273f,0.0,0.0,0.0,1.0,0.0,0.0,11169,12081,1
2015,0,40,7ebde4e0-2cc7-4682-9ffa-0164a931b7d9,2.0,2.0,0.0,1.0,0.0,0.0,12443,11746,2
2015,0,38,5a15206a-9481-405b-b9ab-f0bb40f7598c,4.0,4.0,0.0,1.0,0.0,1.0,11963,13913,2
2015,0,37,1f2cc0ae-e6fc-4696-8d18-f8a4a0c02f0b,0.0,0.0,0.0,1.0,0.0,0.0,11963,12596,2
2015,0,48,37c71709-f64c-4de0-8a3c-ff2edc143c8b,2.0,2.0,0.0,0.0,0.0,0.0,11921,12909,1
2015,1,43,8d4fb6a3-9dea-40c1-879a-1ad750af95dd,2.0,2.0,0.0,1.0,0.0,1.0,12207,13002,1
2016,1,44,10779fc3-0255-4dce-ad00-65ddf148c1e2,2.0,2.0,0.0,0.0,1.0,1.0,13208,12929,2
2016,0,45,50859b81-06a7-4a6e-bb71-8c51b57ddee2,4.0,4.0,0.0,1.0,0.0,0.0,13495,14004,1
2016,1,33,03309061-ad15-4a1f-a29c-ac2902d008f4,2.0,2.0,0.0,0.0,0.0,1.0,12622,14195,1
2016,0,38,2ce59abe-4dbc-461f-810c-3deb95c45450,0.0,0.0,0.0,0.0,0.0,0.0,12966,13728,1
2016,1,38,ef0e44d1-d8f0-4306-a2b9-0baf0b5154b3,14.0,14.0,0.0,0.0,1.0,1.0,13575,13868,1
2016,0,41,da2d5a37-4aa3-4ccc-9f8a-6db4b7ed157c,0.0,0.0,1.0,1.0,2.0,2.0,13988,14054,2
2016,0,39,ae3b9bfa-68fa-458e-8442-1939315d5950,0.0,0.0,0.0,0.0,1.0,1.0,12465,13453,2
2016,0,37,d14ac017-b018-48a0-bda9-df087945a143,0.0,0.0,0.0,1.0,1.0,1.0,12537,12886,1
2015,0,40,3d00d3dd-d019-48fe-8748-1fcacab359e6,0.0,0.0,0.0,0.0,1.0,1.0,12564,12326,1
2016,1,42,875cb81e-ff3b-44bb-b964-9bb1794d5288,4.0,4.0,0.0,0.0,0.0,0.0,14162,12866,1
2015,0,29,97f6f4af-8e0e-4851-8b80-3ea7552f3ec9,14.0,14.0,0.0,0.0,1.0,1.0,12900,14570,1
2016,1,35,2aea0ade-b033-4a2c-9873-4a3bdb3c4f1b,6.0,6.0,0.0,0.0,0.0,0.0,13703,12295,2
2016,1,29,956990a3-337c-4b0d-b680-9fac8bee13f2,4.0,4.0,1.0,0.0,3.0,3.0,15274,13677,1
2016,1,48,fd2125ad-9c61-4d47-bee6-3472fa4c3a20,16.0,16.0,0.0,0.0,0.0,0.0,13810,11947,2
2016,0,35,5f9b1d0e-1656-4317-8bd3-50ca1735db6a,0.0,0.0,0.0,1.0,0.0,1.0,12020,14307,1
2016,1,50,99850c98-cb05-4f76-bfdc-e8dbfe69e89e,0.0,0.0,0.0,0.0,0.0,0.0,12596,13850,2
2016,1,26,1c051452-700d-4b20-9f24-ab5bfd5264aa,4.0,4.0,1.0,0.0,1.0,0.0,13534,13850,2
2016,1,48,a5c5c21a-8bbf-4df7-9bcf-fc555d2f7c0c,0.0,0.0,0.0,1.0,1.0,1.0,13200,13576,2
2016,0,22,965a970f-daa9-4ae1-b3f0-271061fbf67e,4.0,4.0,0.0,0.0,0.0,1.0,12867,15321,1
2016,1,40,9ae9a448-7df2-4435-8ba6-c7feabb977af,4.0,4.0,1.0,0.0,0.0,0.0,13573,12865,2
2016,0,38,d62c17ba-173d-47e4-bad1-31fef6751c92,6.0,6.0,0.0,0.0,0.0,0.0,13514,13135,1
2016,1,36,a3abb7a0-5b60-4eb1-a3dd-9e421ab1d0f9,8.0,8.0,1.0,0.0,1.0,1.0,13443,12167,1
2016,1,45,09f81ad9-8d66-4fca-bdb0-592efdb2c1bd,0.0,0.0,0.0,1.0,0.0,0.0,12285,13244,2
2015,1,35,f31d1d68-8080-41d5-b1c6-7a34db2922a9,4.0,4.0,0.0,0.0,0.0,0.0,12573,11902,2
2016,1,32,526a5115-4cad-40e6-b0c7-a224b8f1951b,4.0,4.0,0.0,0.0,1.0,0.0,13027,12600,2
2015,0,31,7b06d8cb-4694-4f89-9020-5cb643502e47,2.0,2.0,0.0,1.0,0.0,0.0,11791,12675,1
2015,1,35,bfabdf67-0e70-40bb-8ae5-03e37863235c,0.0,0.0,0.0,0.0,0.0,0.0,11880,11840,1
2016,0,41,196efec4-0325-49fd-9f81-1fd636ffc632,4.0,4.0,0.0,1.0,3.0,2.0,13665,13676,2
2016,0,24,81b81d8a-365e-43df-b177-cda08f2dfae9,2.0,2.0,0.0,1.0,1.0,1.0,13296,13260,2
2016,0,47,7c4114d8-4be4-4c11-bf99-89d5002e6791,0.0,0.0,0.0,0.0,0.0,0.0,12622,12885,1
2016,1,33,6f905dae-e421-451c-a783-935d6c7689aa,6.0,6.0,0.0,0.0,1.0,0.0,13224,12467,2
2015,1,36,bff312e2-a34b-4cf4-a8d1-9d5596fe28f6,12.0,12.0,1.0,0.0,1.0,2.0,13917,12693,2
2016,1,35,6711f47f-3ff5-4419-b8ce-9246a7254c0e,0.0,0.0,0.0,1.0,2.0,2.0,13953,13459,1
2015,0,43,fe77a7f1-4c76-44fa-bace-ecd74a2de0d8,0.0,0.0,0.0,1.0,0.0,0.0,12093,12215,1
2015,1,43,d30d5387-cc8c-4e0d-8653-15077eeb028d,4.0,4.0,0.0,1.0,2.0,0.0,12021,12275,2
2016,0,50,dfb3e075-f73b-4b3f-a53f-01fe95318310,4.0,4.0,0.0,1.0,0.0,0.0,13829,14397,1
2015,0,42,1f37fa81-2695-49ed-870d-d82c2ee9100c,4.0,4.0,0.0,1.0,1.0,3.0,11609,13174,1
2016,1,34,a1382739-4c6d-48fb-8d04-11ae40226dc9,2.0,2.0,0.0,1.0,2.0,2.0,13943,13676,2
2016,1,29,18d22129-bada-45ae-a963-bbf1d4971ef0,0.0,0.0,0.0,1.0,2.0,2.0,13523,14154,1
2015,1,45,48d8d089-e4ca-4c07-9139-331d5ed260e4,0.0,0.0,0.0,0.0,1.0,0.0,12881,11701,1
2016,1,32,3ae25a1d-d6f9-40dc-8b2c-b867cd908562,0.0,0.0,0.0,0.0,0.0,0.0,12721,12367,2
2016,1,45,105375e8-f89c-45f4-86f4-f9150a9d73d2,0.0,0.0,1.0,0.0,3.0,2.0,13752,13516,1
2015,0,32,cafa67c0-0741-456f-aa57-811bc5f7d28a,2.0,2.0,0.0,1.0,0.0,0.0,11398,12298,2
2016,1,47,a1e04f11-a3a3-400e-9999-f08df46aea66,6.0,6.0,1.0,1.0,0.0,0.0,13840,11761,2
2015,1,34,67bdee2a-afa5-46c2-9b96-edb6a8c97cac,0.0,0.0,1.0,1.0,0.0,1.0,11305,12834,1
2015,1,41,a2aed165-f0c3-4d50-ab28-0872715d9e4f,0.0,0.0,0.0,0.0,1.0,0.0,12313,11916,1
2016,0,36,3e7d109d-2020-486a-ae92-13df4ea50703,4.0,4.0,0.0,0.0,1.0,1.0,14589,12765,1
2015,1,24,a45aee7b-27e2-4012-b186-740607aee16f,10.0,10.0,1.0,0.0,0.0,0.0,13824,11531,2
2016,1,31,30c5b6c9-2775-438e-8560-b468058bcb01,0.0,0.0,0.0,0.0,0.0,0.0,13420,12988,2
2016,0,25,37253b53-77bc-4706-888f-a9089626a334,0.0,0.0,0.0,0.0,0.0,1.0,12340,13860,2
2015,1,37,25d3c2a3-2d72-4f08-acf8-5a43baf29e17,0.0,0.0,0.0,0.0,0.0,1.0,12037,12391,1
2015,0,39,c0d3ccf5-9863-49a2-a9b7-9a2ce8ef700c,2.0,2.0,1.0,0.0,2.0,2.0,13134,12839,1
2015,1,40,8db7792a-a890-4fbb-86d6-1f160a1cd075,2.0,2.0,0.0,0.0,0.0,0.0,11361,11986,2
2016,0,33,68c66696-b314-4c83-80f6-d43be0eafeac,8.0,8.0,0.0,0.0,0.0,0.0,13464,13694,1
2016,1,27,fe03b133-df1b-42f7-a7b1-f9ca96c67607,4.0,4.0,1.0,0.0,1.0,3.0,13667,13174,1
2016,1,39,edb0a190-3897-4610-af24-c36a529a391f,0.0,0.0,0.0,0.0,1.0,1.0,13470,12882,2
2015,0,38,262571a8-2616-4350-9920-9b5b8cb925cd,2.0,2.0,0.0,0.0,1.0,0.0,12428,14619,1
2015,0,37,19766e56-ebbc-4244-b4b4-45db105008df,4.0,4.0,1.0,0.0,0.0,1.0,12382,12168,2
2016,1,41,0c1eff0e-a7f0-4bc7-9a6d-50bbac0dca01,0.0,0.0,1.0,0.0,1.0,1.0,12975,12865,2
2016,1,34,b9fbb9b0-d307-4732-9ca5-38057202db48,0.0,0.0,1.0,1.0,2.0,2.0,14328,13721,2
2016,1,40,206d3677-b796-40e4-814c-efe0628bf8cc,0.0,0.0,1.0,0.0,1.0,1.0,13054,14031,1
2016,0,22,d310fc76-bb34-4012-80f6-d334d2112d83,8.0,8.0,0.0,1.0,1.0,2.0,12970,14340,2
2016,0,32,a6bad913-6137-4f1c-91ae-692add797263,2.0,2.0,0.0,0.0,0.0,0.0,13452,12886,1
2016,0,43,753e253a-a85e-4c43-b736-54db185a45cd,0.0,0.0,0.0,0.0,1.0,1.0,12800,13809,1
2016,0,35,ec2166a9-c95e-46e1-b02b-ea3e1da30f81,2.0,2.0,0.0,2.0,1.0,1.0,13985,13866,1
2015,1,39,75507f76-77a3-4ed1-9919-eac0b8e8c7b3,6.0,6.0,0.0,1.0,0.0,0.0,12829,11389,2
2016,1,47,31f643cf-0136-4058-8d1f-45198b44fdc2,2.0,2.0,0.0,0.0,0.0,0.0,12694,11845,2
2016,1,46,45256368-59b0-4549-aeab-ae382c349895,4.0,4.0,0.0,0.0,0.0,0.0,14224,13537,2
2016,0,45,460063ab-c410-4b2b-9c9c-23c35c0a6536,0.0,0.0,0.0,0.0,0.0,0.0,12056,13397,2
2015,1,43,2ed4c2cf-8fc0-4837-be3f-6414f862812e,8.0,8.0,1.0,0.0,0.0,0.0,11591,13909,2
2016,0,36,17642831-a8d6-4d89-868f-42dafa22bbf4,2.0,2.0,1.0,0.0,3.0,2.0,12868,13072,1
2016,0,41,897d1cee-bbf7-4b52-b00f-a3e81eb97fec,0.0,0.0,0.0,0.0,0.0,0.0,13058,13016,1
2015,1,41,59a6d0b1-b7ac-4560-ab74-bc6345017146,6.0,6.0,0.0,1.0,0.0,0.0,12438,13828,1
2016,0,39,06506357-8452-455c-9d1e-6491d0622322,0.0,0.0,0.0,2.0,1.0,1.0,13232,12901,1
2015,0,34,157bbd18-8b8e-4afe-a2a2-7f89c32dbc17,4.0,4.0,1.0,0.0,0.0,0.0,12555,12432,1
2015,1,32,a9b077dc-9951-4a45-b325-2446d0bac6b5,10.0,10.0,1.0,0.0,0.0,1.0,12978,11706,2
2016,0,41,14d598fd-16c3-4f15-8067-afa082723f02,8.0,8.0,1.0,0.0,0.0,0.0,14324,12524,1
2016,1,27,90fe6b33-e5eb-4e83-98df-90beb4a8b07d,8.0,8.0,0.0,0.0,0.0,0.0,13968,12437,2
2016,0,51,81d65be3-a549-49e3-ad92-0430d4b2a494,6.0,6.0,0.0,0.0,0.0,0.0,13422,12820,1
2016,0,42,0966e4fd-4e5b-46c3-a80e-bc8dd6361f77,0.0,0.0,0.0,0.0,0.0,0.0,12141,13865,2
2015,1,32,39aa66c9-b520-4f74-a5a2-00c717f0b550,8.0,8.0,0.0,0.0,0.0,0.0,13780,11100,1
2016,1,28,2ad70d61-355f-4bf4-8590-0584505f729e,2.0,2.0,1.0,1.0,0.0,0.0,12441,12794,2
2015,1,47,67f4497b-59e2-437d-bb7c-f357146ca380,4.0,4.0,2.0,0.0,1.0,0.0,12484,12271,2
2016,1,32,6e0f631d-ef08-464d-8b8a-394e3ced85d8,4.0,4.0,0.0,1.0,2.0,1.0,12906,13333,1
2015,0,30,6d683493-a257-42ac-9b72-d8654b3edc7e,0.0,0.0,0.0,1.0,0.0,0.0,12240,12701,1
2016,0,46,9713f2d6-7908-4a9b-8221-a65e9f0e2282,0.0,0.0,1.0,0.0,2.0,2.0,13396,13971,1
2015,0,41,410bc6e2-e132-4646-8278-cb10e4645ca6,0.0,0.0,0.0,0.0,0.0,0.0,11981,12107,1
2016,0,32,857984d6-3ce7-4590-a9f2-e2b289f9f7b3,2.0,2.0,0.0,2.0,1.0,2.0,12544,14609,2
2016,0,43,71e10455-b5b3-4a54-be63-6f5bb814a4d6,0.0,0.0,0.0,0.0,1.0,1.0,13035,13171,2
2015,1,32,94ce4227-20d6-430e-af0a-f54239d00ded,0.0,0.0,0.0,0.0,0.0,0.0,12579,12506,2
2016,1,25,39fef0c8-0ee7-4b54-be2a-33c6676e2d76,8.0,8.0,0.0,1.0,0.0,0.0,12863,14586,1
2015,0,34,a6733026-c3b6-4c10-be80-5d358a5b0336,0.0,0.0,0.0,0.0,0.0,0.0,12253,12252,1
2015,0,37,731df27f-3bc0-4c8a-8d6d-237c6539ee38,2.0,2.0,0.0,1.0,0.0,1.0,12349,13201,1
2016,0,28,a80b576d-8392-4fe4-8df6-99859457b4b3,2.0,2.0,0.0,1.0,0.0,1.0,12872,14559,2
2016,1,31,dedd94c3-b162-4a0f-93a4-1c1b0a76bb72,2.0,2.0,0.0,0.0,2.0,2.0,14124,13661,1
2016,1,46,2db9236d-eea6-4f73-9366-445f1451a976,0.0,0.0,0.0,1.0,2.0,2.0,13344,14684,1
2016,0,35,24f6a630-bd85-40d1-93cf-117b7181d5b4,0.0,0.0,0.0,1.0,1.0,1.0,13092,14002,1
2016,0,38,d76216ec-2ea3-45b7-98f3-f76349716711,0.0,0.0,0.0,1.0,0.0,0.0,12668,13547,1
2015,1,33,805e300e-ac39-4d26-8880-be531c622959,8.0,8.0,1.0,0.0,1.0,0.0,12701,12497,2
2015,1,34,40cfced6-7d6f-4d5c-b5a1-1ec50d27c623,2.0,2.0,1.0,0.0,0.0,0.0,12242,11327,2
2015,1,38,5b01e45a-04c4-4eb0-82a1-f4d03a38419b,0.0,0.0,0.0,0.0,0.0,0.0,11996,11755,2
2016,0,34,044d52e1-eb0a-45b8-a29e-bed71d6f0dc6,4.0,4.0,0.0,0.0,0.0,0.0,13542,13972,1
2014,1,30,e2f68d91-71c0-4019-9f7f-3c58148c36de,6.0,6.0,0.0,1.0,1.0,0.0,12183,10772,1
2015,0,41,c37a8e39-e811-4e02-868c-ffb6bf0ca3f8,2.0,2.0,0.0,0.0,0.0,1.0,11915,12564,1
2015,1,38,800ccc7a-e459-4317-8b49-ab6a3fdd22e4,4.0,4.0,0.0,0.0,0.0,0.0,12811,11987,1
2015,1,27,ad2df045-478e-4255-ac78-2cf75e6513c7,2.0,2.0,0.0,1.0,0.0,0.0,11864,11741,2
2016,0,38,ac203304-d5c9-402f-bcf3-7ec7acfd129d,4.0,4.0,0.0,0.0,0.0,0.0,12877,12786,2
2016,0,23,0f39c5d4-0884-40fb-8f52-c56a6df565a5,2.0,2.0,1.0,0.0,0.0,1.0,13535,14081,2
2015,0,44,2f93e635-bb99-44da-9df4-3ddb338343c5,2.0,2.0,0.0,1.0,0.0,1.0,11560,12889,1
2015,0,24,79030ceb-6735-4e8a-98e8-db9b58710079,4.0,4.0,0.0,1.0,0.0,1.0,11951,13501,1
2016,1,34,97807e1c-fd32-4184-927b-9bedf2f19705,2.0,2.0,0.0,0.0,1.0,1.0,13532,13129,1
2015,1,41,e1d2ba65-0173-4670-b426-ea5ac0330db9,10.0,10.0,0.0,0.0,0.0,0.0,12989,11520,1
2016,1,41,742d1b42-c5da-4f2a-bbc4-907250bb15dd,2.0,2.0,0.0,0.0,0.0,0.0,13078,12900,2
2016,0,38,a7a2e889-ef3b-450b-87bf-d68d1560bdac,0.0,0.0,0.0,0.0,0.0,0.0,12377,13892,2
2015,1,50,5ff8b9e6-0386-48af-81d9-4687220e8f1a,0.0,0.0,0.0,0.0,0.0,0.0,11964,12315,1
2015,0,33,dde2c42c-a440-4c2a-a7ef-c217f631e37e,0.0,0.0,0.0,0.0,1.0,0.0,10768,11731,2
2016,1,44,92ce7823-f0cc-4a98-bc10-9e9a5cbfe848,0.0,0.0,0.0,0.0,0.0,0.0,12870,12918,1
