,Unnamed: 0,target,text,length,words,hasTitle,hasContent,hasLang,hasCountry1,hasCountry2,hasCountry3,hasCountry4,num_countries
1376,1376,0.0,unvaccin forcibl round oklahoma outdat conspiraci video fema camp vaccin gain new life amid 2020 pandem worri fals,179,26,0,0,0,1,1,1,1,4
3995,3995,0.0,kalonji seed nigella seed contain hydroxychloroquin help cure covid19,85,11,0,0,0,1,1,1,1,4
3789,3789,0.0,poem peopl stay home centuri old inspir spanish flu pandem,109,21,0,0,0,1,1,1,1,4
1504,1504,0.0,joão doria governor são paulo forbad doctor chloroquin covid19 patient,93,14,0,0,0,1,1,1,1,4
804,804,0.0,sms servic offer covid19 selfassess,50,7,0,0,0,1,1,1,1,4
2008,2008,0.0,coronavirus makeup cream,48,8,0,0,0,1,1,1,1,4
4011,4011,0.0,evacu yemeni student sultan oman china,62,11,1,1,0,1,1,1,1,4
2140,2140,0.0,memo st luke hospit kansa say drink alcohol lower risk get infect covid19 vodka recommend drink clean sanit,184,29,0,0,0,1,1,1,1,4
777,777,0.0,whatsapp audio ensur 24hour curfew 5 day ecuador,77,14,0,0,0,1,1,1,1,4
3923,3923,0.0,peopl type blood prone new coronavirus,68,13,0,0,0,1,1,1,1,4
2983,2983,0.0,covid19 covid1 folk think peopl charg world health organ fact figur,160,28,0,0,0,1,1,1,1,4
1043,1043,0.0,coronavirus amplifi bacteria relat 5g,56,9,0,0,0,1,1,1,1,4
3179,3179,0.0,nobel laureat dr honjo claim covid19 virus man wuhan laboratori,88,15,0,0,0,1,1,1,1,4
688,688,0.0,covid19 virus spread area spray eucalyptus oil vapor,77,12,1,0,0,1,1,1,1,4
3020,3020,0.0,tank come town advanc martial law,60,11,0,0,0,1,1,1,1,4
3853,3853,0.0,supermarket germani open day week screenshot show report media outlet focus,113,20,0,0,0,1,1,1,1,4
1245,1245,0.0,post say hair weav lace front manufactur china contain coronavirus,92,15,0,0,0,1,1,1,1,4
224,224,0.0,drink water 15 minut avoid coronavirus,51,8,0,0,0,1,1,1,1,4
753,753,0.0,athom coronavirus test kit real,49,7,0,1,1,0,0,0,0,0
2317,2317,0.0,algerian presid abdel majid taboun award nation order merit famili martyr doctor wafaa boudissa given hospit countri,184,32,0,1,1,0,0,0,0,0
3879,3879,0.0,brazil presid jair bolsonaro turn cloth pole pernambuco brazil northwest state biggest produc mask glove surgic gown covid19 pandem,185,26,0,0,0,1,1,1,1,4
1186,1186,0.0,white hous coronavirus advis dr anthoni fauci serv clinton foundat board director 20 year,122,19,1,0,0,1,1,1,1,4
3333,3333,0.0,mayor buga vall del cauca said invit peopl buga calm live day,129,28,0,1,1,0,0,0,0,0
1148,1148,0.0,korean busi want reloc myanmar bangladesh covid19 pandem,95,14,0,0,1,0,0,0,0,0
3431,3431,0.0,china grant test kit turkey return mustafa kemal cholera vaccin aid china 1940,105,19,0,1,0,1,1,1,1,4
2942,2942,0.0,18 italian peopl illeg enter ivori coast flee coronavirus,82,13,0,0,0,1,1,1,1,4
1711,1711,0.0,video show muslim prayer white hous washington dc outbreak,86,15,0,1,0,1,1,1,1,4
3150,3150,0.0,video show polic detain covid19 patient india,60,8,0,0,0,1,1,1,1,4
282,282,0.0,costco issu recal notic toilet paper covid19 hasnt infect entir popul mania buy bathroom tissu appar fals,175,26,0,0,0,1,1,1,1,4
3637,3637,0.0,hour ago china offici announc success cuban serum dr hala cuba minist health present chines ministri health treat coronavirus turn 100 effect seven case cure,274,48,0,0,0,1,1,1,1,4
1628,1628,0.0,insur compani spain ceas cover traffic accid coronavirus,82,12,0,0,0,1,1,1,1,4
1404,1404,0.0,coronavirus hit 15 fatal rate,38,6,0,0,0,1,1,1,1,4
3728,3728,0.0,photo chines man eat human babi soup circul social network platform seen sit tabl stillborn babi serv,175,31,0,0,0,1,1,1,1,4
383,383,0.0,imag seven month pregnant ladi doctor sri lanka battl covid19,89,15,0,0,1,0,0,0,0,0
1056,1056,0.0,new coronavirus inform 15 fatal rate 83 infect rate worst human histori,103,15,0,0,0,1,1,1,1,4
512,512,0.0,doctor name lesli chow discov coronavirus die contact coronavirus patient,104,15,0,1,1,0,0,0,0,0
646,646,0.0,gargl bake soda hot water kill coronavirus,63,10,0,0,0,1,1,1,1,4
403,403,0.0,viral whatsapp messag suggest lemongrass tea kill covid19,70,10,0,0,0,1,1,1,1,4
3653,3653,0.0,peopl hand mask dous chemic knock cold rob,100,18,0,0,0,1,1,1,1,4
2666,2666,0.0,100 nurs jhalawar rajasthan india resign covid19 infect jamaati mistreat,113,16,0,0,0,1,1,1,1,4
4003,4003,0.0,son brazilian anchor willian bonner request receiv covid19 emerg aid r 600,97,16,0,0,0,1,1,1,1,4
760,760,0.0,imag elder italian man ask pay ventil recoveri,106,21,0,0,0,1,1,1,1,4
824,824,0.0,polish chariti organis wosp withdrawn donat coronavirus fight poland,92,13,0,0,0,1,1,1,1,4
368,368,0.0,onion locat indoor absorb virus air,65,12,0,1,0,1,1,1,1,4
2915,2915,0.0,video hospit covid19 fake,53,9,0,0,0,1,1,1,1,4
2176,2176,0.0,giant hornet migrat europ outbreak coronavirus,69,11,0,0,0,1,1,1,1,4
3224,3224,0.0,2 nurs itu swansea die today 3 ventil unit,102,20,1,1,0,1,1,1,1,4
1686,1686,0.0,peopl wuhan lock insid hous chines govern,74,12,0,0,0,1,1,1,1,4
2393,2393,0.0,brazilian govern initi registr social secur withdraw fight pandem whatsapp,118,16,0,0,0,1,1,1,1,4
3837,3837,0.0,photo show nurs rais middl finger french govern caption french presid,128,19,0,0,0,1,1,1,1,4
3134,3134,0.0,author dean koontz foresaw coronavirus outbreak book,65,10,0,1,0,1,1,1,1,4
2444,2444,0.0,presid trump claim virus control test avail,76,12,0,0,0,1,1,1,1,4
3418,3418,0.0,news channel graphic state indian lockdown extend 4,82,15,0,0,0,1,1,1,1,4
3873,3873,0.0,announc medicin best coronavirus killer nicotin,86,13,0,0,0,1,1,1,1,4
2098,2098,0.0,social media post attribut list point novel coronavirus john hopkin lead sourc inform virus,138,23,0,0,0,1,1,1,1,4
4108,4108,0.0,korean seri secret terrius predict outbreak advanc,67,10,0,1,0,1,1,1,1,4
3991,3991,0.0,photo share thousand time multipl facebook post april 2020 alongsid claim show philippin presid rodrigo dutert carri presidenti duti covid19 pandem,211,32,0,0,0,1,1,1,1,4
2854,2854,0.0,100 children infect covid19 main hospit lima,76,13,0,0,0,1,1,1,1,4
3120,3120,0.0,aamir khan donat 15000 rs hide money ration materi poor peopl amidst lockdown,101,17,0,0,0,1,1,1,1,4
3227,3227,0.0,japanes govern financ cost travel order encourag tourism end coronavirus pandem,147,25,0,1,1,0,0,0,0,0
3262,3262,0.0,cuban scientist discov eucalyptus help prevent treat coronavirus,84,11,1,1,0,1,1,1,1,4
1276,1276,0.0,muslim malegaon india violat lockdown read namaz bridg,73,12,0,0,0,1,1,1,1,4
3902,3902,0.0,oman releas pesticid air helicopt elimin coronavirus,86,12,0,0,0,1,1,1,1,4
1138,1138,0.0,video show african nation sever beaten china covid19 pandem,94,14,0,0,0,1,1,1,1,4
2228,2228,0.0,vatican confirm pope franci coronavirus unreli websit further rumor pontiff health earli 2020 fals,151,21,0,0,0,1,1,1,1,4
518,518,0.0,say ibuprofen drug coronavirus live longer,63,10,0,0,0,1,1,1,1,4
1030,1030,0.0,vaccin coronavirus found,42,7,0,0,0,1,1,1,1,4
1629,1629,0.0,audio broadcast whatsapp indic garlic help overcom diseas coronavirus,105,16,0,0,0,1,1,1,1,4
2683,2683,0.0,inhal steam boil water dissolv salt effect cure covid19 diseas caus novel coronavirus,137,22,0,0,0,1,1,1,1,4
2010,2010,0.0,coronavirus creat china countri prepar pandem,85,14,0,0,0,1,1,1,1,4
2738,2738,0.0,cardin antonio cañizar spain assur vaccin investig covid19 cell abort fetus,160,25,0,0,0,1,1,1,1,4
855,855,0.0,local news channel ecuador confirm peopl infect coronavirus,82,12,0,1,1,0,0,0,0,0
860,860,0.0,japanes nobel laureat professor tasuku honjo work 4 year wuhan laboratori said coronavirus synthet manufactur wuhan laboratori,168,24,0,0,1,0,0,0,0,0
2638,2638,0.0,shand hospit gainesvill florida confirm case coronavirus,88,12,0,0,0,1,1,1,1,4
2560,2560,0.0,photo show heart covid19,55,10,0,1,0,1,1,1,1,4
3286,3286,0.0,video claim 100 bill print number argentina,87,16,0,0,0,1,1,1,1,4
2465,2465,0.0,staff gold coast hospit australia gift volleybal tom hank quarantin,94,16,0,0,0,1,1,1,1,4
198,198,0.0,nairobi governor mike sonko donat 58 million shill covid19 respons,84,12,0,0,0,1,1,1,1,4
1061,1061,0.0,philippin senat manni pacquiao senat respond coronavirus crisi,105,16,0,0,0,1,1,1,1,4
357,357,0.0,bill gate claim announc vaccin mandatori,77,12,0,0,0,1,1,1,1,4
3849,3849,0.0,indian actor aamir khan give rs 15000 poor peopl 1kg wheat flour,75,14,0,0,0,1,1,1,1,4
278,278,0.0,video post claim covid19 infect identifi hold breath 10 second,96,15,0,0,1,0,0,0,0,0
2237,2237,0.0,photo post claim person commit suicid jump build itali doctor coupl italian hospit hour death chao italian hospit amid covid19,204,36,0,0,1,0,0,0,0,0
3577,3577,0.0,video man belong tabligi jamaat strip nake vandal hospit hes quarantin,120,19,0,0,0,1,1,1,1,4
2104,2104,0.0,manchest blood group o negat royal infirmari run blood,113,21,1,1,0,1,1,1,1,4
2767,2767,0.0,facebook post share hundr time south africa claim crimin pose govern offici go peopl home distribut face mask lace chemic knock rob,233,38,0,0,0,1,1,1,1,4
2884,2884,0.0,ghana lead biomed research institut noguchi approv coa fs ghanamad food nutrit supplement fight coronavirus,141,18,0,0,0,1,1,1,1,4
835,835,0.0,video albanian femal news anchor wear reveal jacket onair view ten thousand time twitter alongsid claim dress promiscu bid persuad peopl stay indoor covid19 pandem,255,42,0,0,0,1,1,1,1,4
477,477,0.0,facebook post advertis lockdown relief fund worth ksh 5000 kenyan,79,12,0,0,0,1,1,1,1,4
2435,2435,0.0,nobel laureat tasuku honjo covid19 manmad unlik new virus quot manufactur eas fals,135,19,0,0,0,1,1,1,1,4
127,127,0.0,new case covid19 sacedón spain,52,10,0,0,0,1,1,1,1,4
2742,2742,0.0,muslim boy madhya pradesh india attack bjp worker violat lockdown,84,13,0,0,0,1,1,1,1,4
1753,1753,0.0,reach lung coronavirus remain throat day time person begin cough sore throat drink lot water gargl warm water salt vinegar remov virus,258,50,0,0,0,1,1,1,1,4
201,201,0.0,video show quarantin patient danc covid19 center mumbai,73,11,0,0,0,1,1,1,1,4
3455,3455,0.0,polic commission mumbai ask essenti servic avail certain hour,97,15,0,0,0,1,1,1,1,4
3325,3325,0.0,video show iraqi took street refus extend curfew impos prevent outbreak coronavirus,125,21,0,1,1,0,0,0,0,0
1987,1987,0.0,pcr test detect new coronavirus,43,7,0,0,0,1,1,1,1,4
3526,3526,0.0,author implement temperatur test travel china,72,9,0,0,0,1,1,1,1,4
4111,4111,0.0,coronavirus vaccin cow show virus current outbreak new,92,16,1,1,0,1,1,1,1,4
2215,2215,0.0,italian parliament call arrest bill gate,56,9,0,0,0,1,1,1,1,4
2545,2545,0.0,indian home ministri declar post covid19 whatsapp group punish offenc,94,13,0,0,0,1,1,1,1,4
1413,1413,0.0,photo show food distribut rwandan coronavirus lockdown,76,10,0,0,0,1,1,1,1,4
977,977,0.0,get flu shot increas risk coronavirus 36,61,11,0,0,0,1,1,1,1,4
1360,1360,0.0,govern specif state michigan florida mandat employ school close week,127,22,0,0,0,1,1,1,1,4
2778,2778,0.0,video share thousand time facebook twitter instagram purport hundr nigerian scrambl food amid lockdown prompt novel coronavirus,179,28,0,0,0,1,1,1,1,4
953,953,0.0,coronavirus arezzo citi tuscani itali,56,10,0,0,0,1,1,1,1,4
1373,1373,0.0,gate foundat test polio vax india 2000 2017 paralys 496000 children,103,17,0,0,0,1,1,1,1,4
453,453,0.0,photo show vice presid joe biden michigan gov gretchen whitmer violat social distanc guidelin april 9,134,20,1,0,0,1,1,1,1,4
2890,2890,0.0,video show man eat bat soup restaur china,67,14,0,0,0,1,1,1,1,4
2252,2252,0.0,video young man gujarat claim found medicin cure covid19,90,17,0,0,0,1,1,1,1,4
2279,2279,0.0,blog site report demis trial volunt potenti covid19 treatment,88,15,0,0,0,1,1,1,1,4
918,918,0.0,covid19 diseas caus coronavirus pneumonia form thrombosi blood clot blood vessel,131,22,0,0,0,1,1,1,1,4
829,829,0.0,news covid19 share seek govern permiss,82,12,0,0,0,1,1,1,1,4
877,877,0.0,photo show row passeng wear face mask shield board plane share hundr time multipl post facebook alongsid claim taken indonesia coronavirus pandem,224,38,0,0,0,1,1,1,1,4
4165,4165,0.0,facebook instagram post share thousand time claim vaccin direct violat nuremberg code set research ethic principl human experiment establish world war ii,206,30,0,0,0,1,1,1,1,4
1088,1088,0.0,vaccin includ covid19 includ abort fetal tissu,73,10,0,0,0,1,1,1,1,4
2592,2592,0.0,muslim azan recit granada spain time 500 year outbreak,99,18,0,1,0,1,1,1,1,4
3550,3550,0.0,depart homeland secur dhs plan mobil nation guard enforc nationwid 14day quarantin,122,18,1,0,0,1,1,1,1,4
1961,1961,0.0,drink tea help cure covid19,37,6,0,0,0,1,1,1,1,4
3743,3743,0.0,man say coronavirus creat peopl insid home instal 5g antenna,93,16,0,0,0,1,1,1,1,4
1791,1791,0.0,video woman claim pneumonia hiv cardiovascular patient treat hospit covid19 isol ward view thousand time multipl post facebook twitter footag includ superimpos text claim hospit abbasi shahe hospit staterun facil pakistani citi karachi,373,58,0,0,0,1,1,1,1,4
3820,3820,0.0,governor são paulo said sign contract china product coronavirus vaccin august 2019 prove pandem scam,161,29,0,0,0,1,1,1,1,4
1389,1389,0.0,girl child born villag state rajasthan said immedi birth contain coronavirus outbreak india person countri appli turmer past toenail right foot babi die say,279,50,0,0,0,1,1,1,1,4
3816,3816,0.0,influenza vaccin like result fals posit pcrtest sarscov2,85,13,0,0,0,1,1,1,1,4
2622,2622,0.0,30 case new coronavirus citi barranquilla colombia,70,12,0,0,0,1,1,1,1,4
1904,1904,0.0,whatsapp messag pretend german robert koch institut advis 100 gram alcohol day help desinfect throat kill coronavirus,194,34,0,0,0,1,1,1,1,4
2082,2082,0.0,voic record circul turkey base john hopkin univers research,87,13,0,1,0,1,1,1,1,4
922,922,0.0,new virus stay throat level day,51,10,0,1,0,1,1,1,1,4
62,62,0.0,claim dr anthoni fauci statement coronavirus death rate 10 time season flu claim scientif basi,153,26,0,0,0,1,1,1,1,4
3314,3314,0.0,kabataan repres philippin sarah elago test posit coronavirus,89,11,0,0,0,1,1,1,1,4
3408,3408,0.0,wuhan super virus creat chines biosecur lab infect 100000 peopl wuhan,115,20,0,0,0,1,1,1,1,4
1299,1299,0.0,govern plan coronavirus pandem coronavirus relief bill introduc year earlier,135,19,0,0,0,1,1,1,1,4
3808,3808,0.0,whatsapp chain said japanes scientist tasuku honjo claim covid19 creat man,105,17,0,0,0,1,1,1,1,4
1307,1307,0.0,royal decreelaw approv publish offici state gazett boe allow peopl regular sport run state alarm,155,26,0,0,0,1,1,1,1,4
2319,2319,0.0,irish prime ministertaoiseach leo varadkar urg peopl use houseparti video messag app secur concern,137,21,0,0,0,1,1,1,1,4
2257,2257,0.0,imag market practis social distanc claim citi aizwal india,89,16,0,0,0,1,1,1,1,4
4102,4102,0.0,tunisian presid qai said order dispatch medic deleg algeria help fight coved19,122,20,0,1,1,0,0,0,0,0
757,757,0.0,nyc man drop dead middl street suspect coronavirus,66,11,0,0,0,1,1,1,1,4
1133,1133,0.0,gate foundat wall sign center global reduct human popul,99,17,0,0,0,1,1,1,1,4
3691,3691,0.0,nostradamus predict covid19,32,3,0,0,0,1,1,1,1,4
856,856,0.0,post say coronavirus slow stop immedi widespread use high dose vitamin c,117,21,0,0,0,1,1,1,1,4
392,392,0.0,amazon deliv econom help venezuela pandem spread covid19,92,14,0,0,0,1,1,1,1,4
2548,2548,0.0,video british broadcast show italian coronavirus victim got taken,85,13,0,0,0,1,1,1,1,4
212,212,0.0,eat alkalin food effect treatment covid19 sarscov2 surviv ph bodi 55 food iten alkalin ph orang lemon avocado pineappl mango garlic,221,36,0,0,0,1,1,1,1,4
1688,1688,0.0,photo prime minist itali cri express helpless couldnt save coronavirus patient itali,129,20,0,0,0,1,1,1,1,4
2384,2384,0.0,new york school add covid19 vaccin mandatori school schedul,74,12,0,0,0,1,1,1,1,4
226,226,0.0,video polic kill covid19 affect peopl china,59,9,0,0,0,1,1,1,1,4
2119,2119,0.0,video clip indian prime minist narendra modi admit covid19 pandem soldier god admit er assault muslim countri,176,30,0,1,1,0,0,0,0,0
1600,1600,0.0,presid russia vladimir putin order covidorgan ask african follow world health organ,134,19,0,0,0,1,1,1,1,4
3558,3558,0.0,dutch minist said give money portugues politician like put cat sardin basket,112,19,0,0,0,1,1,1,1,4
3532,3532,0.0,text messag covid19 monitor app say govern awar user 20km home address explain,148,27,0,0,0,1,1,1,1,4
3972,3972,0.0,news channel suggest drink tulsi noni juic help prevent novel coronavirus,93,14,0,0,0,1,1,1,1,4
2438,2438,0.0,german quarantin la gomera coronavirus leav home isol permiss,93,13,0,0,0,1,1,1,1,4
614,614,0.0,militari brought virus wuhan octob 2019,56,10,0,0,0,1,1,1,1,4
1559,1559,0.0,north korean leader execut infect new coronavirus,82,13,1,1,0,1,1,1,1,4
4029,4029,0.0,big pharma covid19 death,38,6,0,0,0,1,1,1,1,4
3069,3069,0.0,qq instant messag announc real death toll 25000,62,10,0,0,0,1,1,1,1,4
766,766,0.0,video purport show wing creatur atop dome structur view ten thousand time facebook youtub alongsid claim show imag devil roof church itali,229,44,0,0,0,1,1,1,1,4
1869,1869,0.0,ecuadorian dump dead covid19 sea,54,9,0,0,0,1,1,1,1,4
1033,1033,0.0,drink spoon palm oil daili protect coronavirus accord world health organ,115,16,0,0,0,1,1,1,1,4
1713,1713,0.0,photograph corps relat coronavirus spain,67,11,0,0,0,1,1,1,1,4
3460,3460,0.0,say kitchen worker viral video potenti spread coronavirus blow food contain,105,15,0,0,0,1,1,1,1,4
2374,2374,0.0,marathi newspap report conspiraci theori coronavirus bioweapon,80,11,0,0,0,1,1,1,1,4
2027,2027,0.0,facebook post share thousand time recommend practic prevent covid19 includ gargl salt water drink tea avoid ice cream,158,22,0,0,0,1,1,1,1,4
2416,2416,0.0,post claim food product rice fortun cooki mi goreng noodl ice tea chines red bull contamin coronavirus australia area sydney suppos identifi contamin,224,34,0,0,0,1,1,1,1,4
1295,1295,0.0,video view thousand time facebook alongsid claim show muslim pray street coronavirus pandem,153,27,0,0,0,1,1,1,1,4
16,16,0.0,screen captur cover new york time accompani text assur newspap brand govern spain communist,175,32,0,0,0,1,1,1,1,4
890,890,0.0,coronavirus patient cremat aliv china,58,8,0,0,0,1,1,1,1,4
2867,2867,0.0,dr uma kumar aiim gave interview shown video coronavirus,79,15,0,0,0,1,1,1,1,4
3917,3917,0.0,viral video dr shiva ayyadurai prove fauci white hous member deep state,101,17,0,0,0,1,1,1,1,4
3447,3447,0.0,2020censusgov fill census form stimulus check,89,16,0,0,0,1,1,1,1,4
4002,4002,0.0,prolong use mask caus lack oxygen,51,8,0,0,0,1,1,1,1,4
1577,1577,0.0,say impost hazmat suit go door door stockton california say check resid fever covid19 enter home physic attempt robberi,201,32,0,0,0,1,1,1,1,4
110,110,0.0,indiantelecommun depart offer free internet servic lockdown work home,102,12,0,0,0,1,1,1,1,4
4058,4058,0.0,video woman ask coronavirus serious wife prime minist canada,117,22,0,0,0,1,1,1,1,4
3081,3081,0.0,mixtur vinegar fabric soften better disinfect alcohol,80,13,0,0,0,1,1,1,1,4
59,59,0.0,taiwan author announc month subsidi nt50000 famili month,92,14,0,0,0,1,1,1,1,4
